Transaccion_ID,Monto,Fecha,Tipo,Canal
81,2916.9791169309688,2023-01-04 08:00:00,Transferencia,Cajero
82,1651.5348566423995,2023-01-04 09:00:00,Compra,Cajero
83,3611.1524071800345,2023-01-04 10:00:00,Transferencia,Banca en Línea
84,8487.429266852212,2023-01-04 11:00:00,Transferencia,Cajero
85,5518.175128880183,2023-01-04 12:00:00,Compra,Banca en Línea
86,7833.342466835238,2023-01-04 13:00:00,Retiro,Banca en Línea
87,7854.674287524817,2023-01-04 14:00:00,Retiro,Cajero
88,5120.560976742358,2023-01-04 15:00:00,Retiro,Banca en Línea
89,159.8486010686444,2023-01-04 16:00:00,Transferencia,Banca en Línea
90,6672.775290064899,2023-01-04 17:00:00,Compra,Sucursal
91,430.54385988286134,2023-01-04 18:00:00,Retiro,Cajero
92,2730.248719758686,2023-01-04 19:00:00,Compra,Banca en Línea
93,3933.835233304839,2023-01-04 20:00:00,Compra,Cajero
94,11.468140149048573,2023-01-04 21:00:00,Transferencia,Cajero
95,7310.689410720524,2023-01-04 22:00:00,Transferencia,Cajero
96,4759.27082098797,2023-01-04 23:00:00,Transferencia,Banca en Línea
97,2658.1937852602096,2023-01-05 00:00:00,Retiro,Cajero
98,7947.887283137825,2023-01-05 01:00:00,Compra,Cajero
99,6515.131735095849,2023-01-05 02:00:00,Transferencia,Sucursal
100,7357.677626160888,2023-01-05 03:00:00,Transferencia,Cajero
101,1020.1435613428732,2023-01-05 04:00:00,Retiro,Sucursal
102,3579.4089824638263,2023-01-05 05:00:00,Retiro,Banca en Línea
103,8824.571761749716,2023-01-05 06:00:00,Transferencia,Cajero
104,6673.364136755136,2023-01-05 07:00:00,Retiro,Cajero
105,1571.7487608046542,2023-01-05 08:00:00,Retiro,Cajero
106,2049.595377387714,2023-01-05 09:00:00,Retiro,Banca en Línea
107,2764.4511523669494,2023-01-05 10:00:00,Compra,Cajero
108,5624.365370308129,2023-01-05 11:00:00,Compra,Cajero
109,4625.606881732403,2023-01-05 12:00:00,Transferencia,Sucursal
110,9996.05442786313,2023-01-05 13:00:00,Transferencia,Sucursal
111,8808.746524191261,2023-01-05 14:00:00,Retiro,Banca en Línea
112,7405.781628893299,2023-01-05 15:00:00,Compra,Banca en Línea
113,8017.816529617756,2023-01-05 16:00:00,Retiro,Banca en Línea
114,6659.45185328504,2023-01-05 17:00:00,Transferencia,Cajero
115,6813.058882306984,2023-01-05 18:00:00,Compra,Sucursal
116,2097.5413173421953,2023-01-05 19:00:00,Retiro,Cajero
117,2499.0523596413645,2023-01-05 20:00:00,Retiro,Banca en Línea
118,738.3902337507133,2023-01-05 21:00:00,Transferencia,Cajero
119,9151.923371679391,2023-01-05 22:00:00,Compra,Banca en Línea
120,9975.848633518875,2023-01-05 23:00:00,Retiro,Cajero
121,5903.783035950433,2023-01-06 00:00:00,Transferencia,Sucursal
122,3692.1481351567586,2023-01-06 01:00:00,Transferencia,Banca en Línea
123,5536.092008151988,2023-01-06 02:00:00,Retiro,Cajero
124,4985.749919957222,2023-01-06 03:00:00,Compra,Banca en Línea
125,7584.400753832669,2023-01-06 04:00:00,Retiro,Banca en Línea
126,3997.618572976396,2023-01-06 05:00:00,Compra,Banca en Línea
127,4264.938410508258,2023-01-06 06:00:00,Retiro,Banca en Línea
128,7677.246040656294,2023-01-06 07:00:00,Compra,Banca en Línea
129,863.0829644189654,2023-01-06 08:00:00,Compra,Sucursal
130,8706.072710157907,2023-01-06 09:00:00,Retiro,Sucursal
131,8646.255245378145,2023-01-06 10:00:00,Retiro,Sucursal
132,6373.405657358049,2023-01-06 11:00:00,Retiro,Banca en Línea
133,1054.5987324697219,2023-01-06 12:00:00,Transferencia,Cajero
134,7348.684288414081,2023-01-06 13:00:00,Transferencia,Cajero
135,4123.183536042333,2023-01-06 14:00:00,Compra,Banca en Línea
136,9490.079413017786,2023-01-06 15:00:00,Retiro,Banca en Línea
137,6263.314064431463,2023-01-06 16:00:00,Compra,Banca en Línea
138,4534.494272660969,2023-01-06 17:00:00,Compra,Sucursal
139,6363.628443893935,2023-01-06 18:00:00,Retiro,Banca en Línea
140,2960.5425245880106,2023-01-06 19:00:00,Compra,Banca en Línea
141,4880.575283197063,2023-01-06 20:00:00,Transferencia,Sucursal
142,8401.46033766942,2023-01-06 21:00:00,Retiro,Sucursal
143,2441.0557366082417,2023-01-06 22:00:00,Retiro,Banca en Línea
144,8479.535116203357,2023-01-06 23:00:00,Retiro,Cajero
145,5460.631685399925,2023-01-07 00:00:00,Transferencia,Sucursal
146,5463.902060598833,2023-01-07 01:00:00,Retiro,Cajero
147,8207.612338475607,2023-01-07 02:00:00,Compra,Sucursal
148,4535.316069442867,2023-01-07 03:00:00,Transferencia,Cajero
149,1919.2923630427204,2023-01-07 04:00:00,Transferencia,Cajero
150,5586.865497084167,2023-01-07 05:00:00,Transferencia,Cajero
151,8203.254462004688,2023-01-07 06:00:00,Compra,Sucursal
152,778.8811423759968,2023-01-07 07:00:00,Transferencia,Banca en Línea
153,9080.468438518805,2023-01-07 08:00:00,Compra,Sucursal
154,2089.3643152318546,2023-01-07 09:00:00,Compra,Sucursal
155,9485.592270961291,2023-01-07 10:00:00,Transferencia,Banca en Línea
156,8011.181628456338,2023-01-07 11:00:00,Retiro,Sucursal
157,3360.8737483253713,2023-01-07 12:00:00,Transferencia,Cajero
158,3408.370917998406,2023-01-07 13:00:00,Retiro,Cajero
159,2963.8907867490357,2023-01-07 14:00:00,Transferencia,Banca en Línea
160,849.7557578544627,2023-01-07 15:00:00,Retiro,Sucursal
161,4782.1501380298905,2023-01-07 16:00:00,Transferencia,Sucursal
162,5051.282027867824,2023-01-07 17:00:00,Transferencia,Cajero
163,1949.9676017845845,2023-01-07 18:00:00,Transferencia,Sucursal
164,979.7180053360618,2023-01-07 19:00:00,Retiro,Cajero
165,1613.9858608137233,2023-01-07 20:00:00,Transferencia,Banca en Línea
166,2697.457109387715,2023-01-07 21:00:00,Compra,Sucursal
167,8678.843996308851,2023-01-07 22:00:00,Transferencia,Sucursal
168,3882.5847280443336,2023-01-07 23:00:00,Transferencia,Sucursal
169,3086.520235838157,2023-01-08 00:00:00,Transferencia,Banca en Línea
170,6312.211056094988,2023-01-08 01:00:00,Transferencia,Banca en Línea
171,8413.096081335843,2023-01-08 02:00:00,Retiro,Cajero
172,6187.269137291063,2023-01-08 03:00:00,Retiro,Banca en Línea
173,6436.284333213154,2023-01-08 04:00:00,Retiro,Banca en Línea
174,501.25771273276723,2023-01-08 05:00:00,Compra,Sucursal
175,5192.107371592947,2023-01-08 06:00:00,Compra,Banca en Línea
176,7210.271917700725,2023-01-08 07:00:00,Transferencia,Cajero
177,6781.661700782277,2023-01-08 08:00:00,Compra,Banca en Línea
178,571.5719615097313,2023-01-08 09:00:00,Transferencia,Sucursal
179,2323.6409160004123,2023-01-08 10:00:00,Retiro,Sucursal
180,874.1204804407001,2023-01-08 11:00:00,Transferencia,Cajero
181,6728.637543978496,2023-01-08 12:00:00,Compra,Banca en Línea
182,728.9226465416862,2023-01-08 13:00:00,Transferencia,Banca en Línea
183,9450.807716829067,2023-01-08 14:00:00,Retiro,Sucursal
184,6192.212919680877,2023-01-08 15:00:00,Compra,Cajero
185,2283.6046833616842,2023-01-08 16:00:00,Retiro,Cajero
186,3465.4366684886672,2023-01-08 17:00:00,Retiro,Banca en Línea
187,7718.882367698614,2023-01-08 18:00:00,Transferencia,Banca en Línea
188,4867.544227413682,2023-01-08 19:00:00,Compra,Cajero
189,1099.9632958086102,2023-01-08 20:00:00,Transferencia,Banca en Línea
190,9920.756035164728,2023-01-08 21:00:00,Retiro,Sucursal
191,9387.2378123136,2023-01-08 22:00:00,Retiro,Cajero
192,359.89315949177706,2023-01-08 23:00:00,Transferencia,Sucursal
193,9266.806120965915,2023-01-09 00:00:00,Transferencia,Cajero
194,6007.779428301645,2023-01-09 01:00:00,Retiro,Banca en Línea
195,9669.12276642249,2023-01-09 02:00:00,Compra,Cajero
196,4925.714151333161,2023-01-09 03:00:00,Retiro,Cajero
197,1790.6148725544888,2023-01-09 04:00:00,Retiro,Cajero
198,451.94458719803515,2023-01-09 05:00:00,Compra,Cajero
199,9158.150979034559,2023-01-09 06:00:00,Retiro,Sucursal
200,7810.976185598236,2023-01-09 07:00:00,Transferencia,Cajero
201,2347.9981902638874,2023-01-09 08:00:00,Retiro,Banca en Línea
202,8247.363583976168,2023-01-09 09:00:00,Transferencia,Cajero
203,1511.6649134502852,2023-01-09 10:00:00,Compra,Sucursal
204,7239.918171517871,2023-01-09 11:00:00,Retiro,Banca en Línea
205,1366.519830451002,2023-01-09 12:00:00,Compra,Banca en Línea
206,158.5498948497134,2023-01-09 13:00:00,Transferencia,Banca en Línea
207,2279.8823923920136,2023-01-09 14:00:00,Compra,Sucursal
208,1155.253520090957,2023-01-09 15:00:00,Transferencia,Sucursal
209,4235.8845515722805,2023-01-09 16:00:00,Compra,Banca en Línea
210,1056.0217844302929,2023-01-09 17:00:00,Retiro,Banca en Línea
211,9435.438817169923,2023-01-09 18:00:00,Transferencia,Sucursal
212,6423.9035408764275,2023-01-09 19:00:00,Transferencia,Cajero
213,8572.333177304763,2023-01-09 20:00:00,Transferencia,Cajero
214,5396.662470998146,2023-01-09 21:00:00,Retiro,Banca en Línea
215,4756.69063984071,2023-01-09 22:00:00,Transferencia,Banca en Línea
216,7596.550578574507,2023-01-09 23:00:00,Retiro,Sucursal
217,4169.838611022111,2023-01-10 00:00:00,Retiro,Banca en Línea
218,8536.01725666509,2023-01-10 01:00:00,Retiro,Sucursal
219,1978.9882018761552,2023-01-10 02:00:00,Retiro,Sucursal
220,8181.03982675247,2023-01-10 03:00:00,Compra,Sucursal
221,7243.836594247446,2023-01-10 04:00:00,Compra,Cajero
222,5297.039971826864,2023-01-10 05:00:00,Retiro,Sucursal
223,4590.529793030466,2023-01-10 06:00:00,Compra,Cajero
224,2562.156368848045,2023-01-10 07:00:00,Transferencia,Banca en Línea
225,8124.502124100853,2023-01-10 08:00:00,Compra,Sucursal
226,7385.81020396225,2023-01-10 09:00:00,Retiro,Sucursal
227,4108.283415472112,2023-01-10 10:00:00,Retiro,Banca en Línea
228,3953.916897680505,2023-01-10 11:00:00,Transferencia,Cajero
229,1477.643292022325,2023-01-10 12:00:00,Transferencia,Sucursal
230,4359.36848687907,2023-01-10 13:00:00,Retiro,Cajero
231,2614.448611485872,2023-01-10 14:00:00,Retiro,Sucursal
232,9572.389156508532,2023-01-10 15:00:00,Compra,Cajero
233,9486.598034520854,2023-01-10 16:00:00,Compra,Sucursal
234,745.1310500218059,2023-01-10 17:00:00,Retiro,Cajero
235,3706.1560828723304,2023-01-10 18:00:00,Compra,Banca en Línea
236,9264.94475981179,2023-01-10 19:00:00,Transferencia,Cajero
237,5216.834861322139,2023-01-10 20:00:00,Transferencia,Banca en Línea
238,6102.273943225899,2023-01-10 21:00:00,Transferencia,Cajero
239,6565.332198628605,2023-01-10 22:00:00,Retiro,Cajero
240,161.73616224080558,2023-01-10 23:00:00,Transferencia,Cajero
241,9952.6180709152,2023-01-11 00:00:00,Transferencia,Sucursal
242,6211.919693790534,2023-01-11 01:00:00,Compra,Banca en Línea
243,7809.7389635878735,2023-01-11 02:00:00,Transferencia,Banca en Línea
244,5510.079617872415,2023-01-11 03:00:00,Transferencia,Cajero
245,8580.327171066534,2023-01-11 04:00:00,Retiro,Cajero
246,4606.674544253134,2023-01-11 05:00:00,Compra,Sucursal
247,968.0059832546777,2023-01-11 06:00:00,Retiro,Banca en Línea
248,2212.360664148607,2023-01-11 07:00:00,Compra,Cajero
249,1066.2087442943553,2023-01-11 08:00:00,Retiro,Banca en Línea
250,9763.893642249786,2023-01-11 09:00:00,Transferencia,Cajero
251,3721.88752022915,2023-01-11 10:00:00,Retiro,Cajero
252,6841.589716593765,2023-01-11 11:00:00,Compra,Cajero
253,2475.2387127875404,2023-01-11 12:00:00,Compra,Sucursal
254,8388.099224941536,2023-01-11 13:00:00,Compra,Sucursal
255,5447.924213426851,2023-01-11 14:00:00,Transferencia,Banca en Línea
256,1730.4375079728347,2023-01-11 15:00:00,Retiro,Sucursal
257,3917.529577056366,2023-01-11 16:00:00,Compra,Banca en Línea
258,4162.973526110205,2023-01-11 17:00:00,Transferencia,Cajero
259,7853.089814224794,2023-01-11 18:00:00,Transferencia,Sucursal
260,1580.4909976140484,2023-01-11 19:00:00,Compra,Sucursal
261,9492.18339624019,2023-01-11 20:00:00,Compra,Cajero
262,631.6700207307316,2023-01-11 21:00:00,Retiro,Banca en Línea
263,2024.7764303348856,2023-01-11 22:00:00,Compra,Cajero
264,4208.9978952763595,2023-01-11 23:00:00,Retiro,Cajero
265,8381.1399170568,2023-01-12 00:00:00,Compra,Banca en Línea
266,1332.0489517924748,2023-01-12 01:00:00,Retiro,Sucursal
267,7280.129744849424,2023-01-12 02:00:00,Retiro,Sucursal
268,8839.95988629172,2023-01-12 03:00:00,Retiro,Cajero
269,6455.5654970338965,2023-01-12 04:00:00,Transferencia,Sucursal
270,5701.999192499938,2023-01-12 05:00:00,Compra,Banca en Línea
271,9865.376704401913,2023-01-12 06:00:00,Retiro,Banca en Línea
272,7912.283314156312,2023-01-12 07:00:00,Compra,Banca en Línea
273,7854.071719556703,2023-01-12 08:00:00,Retiro,Cajero
274,7701.483066486927,2023-01-12 09:00:00,Transferencia,Banca en Línea
275,6182.453337353603,2023-01-12 10:00:00,Compra,Banca en Línea
276,1894.1021358338942,2023-01-12 11:00:00,Retiro,Banca en Línea
277,4147.412977459422,2023-01-12 12:00:00,Transferencia,Cajero
278,5977.987587541863,2023-01-12 13:00:00,Retiro,Sucursal
279,3159.0984370167257,2023-01-12 14:00:00,Transferencia,Banca en Línea
280,3698.674379140419,2023-01-12 15:00:00,Retiro,Banca en Línea
281,3179.210474149295,2023-01-12 16:00:00,Retiro,Sucursal
282,686.056245176416,2023-01-12 17:00:00,Compra,Banca en Línea
283,9569.436286243847,2023-01-12 18:00:00,Compra,Banca en Línea
284,9121.326951022722,2023-01-12 19:00:00,Retiro,Banca en Línea
285,4719.422644725308,2023-01-12 20:00:00,Transferencia,Cajero
286,6418.578055783567,2023-01-12 21:00:00,Retiro,Sucursal
287,6066.162254623745,2023-01-12 22:00:00,Retiro,Banca en Línea
288,8617.893247031367,2023-01-12 23:00:00,Retiro,Banca en Línea
289,1099.1035658544927,2023-01-13 00:00:00,Compra,Sucursal
290,4002.883022366518,2023-01-13 01:00:00,Transferencia,Sucursal
291,6496.879213881224,2023-01-13 02:00:00,Transferencia,Banca en Línea
292,354.1491841643171,2023-01-13 03:00:00,Compra,Sucursal
293,5498.268884229089,2023-01-13 04:00:00,Transferencia,Sucursal
294,7905.553431168558,2023-01-13 05:00:00,Retiro,Banca en Línea
295,4247.330475338178,2023-01-13 06:00:00,Transferencia,Cajero
296,6707.779329192829,2023-01-13 07:00:00,Retiro,Banca en Línea
297,7662.150148168147,2023-01-13 08:00:00,Compra,Cajero
298,4560.302353986824,2023-01-13 09:00:00,Retiro,Banca en Línea
299,116.50342949923353,2023-01-13 10:00:00,Retiro,Banca en Línea
300,8051.531458772167,2023-01-13 11:00:00,Retiro,Banca en Línea
301,8055.779971006076,2023-01-13 12:00:00,Compra,Sucursal
302,8797.69101959185,2023-01-13 13:00:00,Compra,Banca en Línea
303,6575.8130374490065,2023-01-13 14:00:00,Retiro,Cajero
304,9269.022470040198,2023-01-13 15:00:00,Retiro,Banca en Línea
305,1781.7417624607256,2023-01-13 16:00:00,Transferencia,Sucursal
306,2462.17927607126,2023-01-13 17:00:00,Compra,Sucursal
307,8600.635625504005,2023-01-13 18:00:00,Transferencia,Banca en Línea
308,4735.596867855596,2023-01-13 19:00:00,Retiro,Cajero
309,2680.5387559668025,2023-01-13 20:00:00,Compra,Cajero
310,1254.4142782133913,2023-01-13 21:00:00,Retiro,Cajero
311,4600.716892677333,2023-01-13 22:00:00,Retiro,Banca en Línea
312,3046.1067659264077,2023-01-13 23:00:00,Compra,Sucursal
313,5779.536090775131,2023-01-14 00:00:00,Transferencia,Banca en Línea
314,1682.4865349870379,2023-01-14 01:00:00,Compra,Sucursal
315,5678.682492703661,2023-01-14 02:00:00,Transferencia,Sucursal
316,8835.409438319246,2023-01-14 03:00:00,Retiro,Cajero
317,3482.3738299635656,2023-01-14 04:00:00,Compra,Banca en Línea
318,5518.7904380879945,2023-01-14 05:00:00,Compra,Banca en Línea
319,6257.098458941196,2023-01-14 06:00:00,Compra,Cajero
320,7030.21294222835,2023-01-14 07:00:00,Compra,Banca en Línea
321,9836.848314773317,2023-01-14 08:00:00,Transferencia,Banca en Línea
322,2432.6786523252235,2023-01-14 09:00:00,Retiro,Banca en Línea
323,1797.2690609484562,2023-01-14 10:00:00,Compra,Banca en Línea
324,3986.0540027449683,2023-01-14 11:00:00,Compra,Banca en Línea
325,8807.409837214698,2023-01-14 12:00:00,Retiro,Cajero
326,1570.6427529900031,2023-01-14 13:00:00,Transferencia,Banca en Línea
327,6929.7795016738155,2023-01-14 14:00:00,Compra,Cajero
328,715.9277858657761,2023-01-14 15:00:00,Transferencia,Cajero
329,5234.324976554989,2023-01-14 16:00:00,Retiro,Sucursal
330,2076.6256568367044,2023-01-14 17:00:00,Retiro,Sucursal
331,15.1304177807841,2023-01-14 18:00:00,Compra,Banca en Línea
332,1482.5195625865101,2023-01-14 19:00:00,Transferencia,Sucursal
333,6697.327984741426,2023-01-14 20:00:00,Retiro,Sucursal
334,7274.40054914698,2023-01-14 21:00:00,Retiro,Banca en Línea
335,9543.760928931588,2023-01-14 22:00:00,Transferencia,Cajero
336,864.3960081662299,2023-01-14 23:00:00,Compra,Banca en Línea
337,4162.828781141458,2023-01-15 00:00:00,Compra,Cajero
338,8696.945857646617,2023-01-15 01:00:00,Transferencia,Banca en Línea
339,3762.476816350887,2023-01-15 02:00:00,Retiro,Cajero
340,6488.715850586342,2023-01-15 03:00:00,Retiro,Banca en Línea
341,8691.684986792023,2023-01-15 04:00:00,Transferencia,Sucursal
342,7324.037827866421,2023-01-15 05:00:00,Transferencia,Cajero
343,285.92552985104004,2023-01-15 06:00:00,Transferencia,Sucursal
344,4097.222161279476,2023-01-15 07:00:00,Retiro,Cajero
345,3235.154103584882,2023-01-15 08:00:00,Compra,Cajero
346,9000.683096160059,2023-01-15 09:00:00,Retiro,Banca en Línea
347,1626.748749099722,2023-01-15 10:00:00,Compra,Cajero
348,6473.45057763478,2023-01-15 11:00:00,Compra,Sucursal
349,7286.816166110582,2023-01-15 12:00:00,Transferencia,Cajero
350,1255.512356100975,2023-01-15 13:00:00,Retiro,Cajero
351,7101.691306869904,2023-01-15 14:00:00,Transferencia,Cajero
352,188.69092063548788,2023-01-15 15:00:00,Retiro,Sucursal
353,6163.257156833686,2023-01-15 16:00:00,Retiro,Banca en Línea
354,7419.05989545949,2023-01-15 17:00:00,Compra,Banca en Línea
355,3605.4562634361673,2023-01-15 18:00:00,Compra,Sucursal
356,7923.051917680161,2023-01-15 19:00:00,Transferencia,Sucursal
357,8908.316545009975,2023-01-15 20:00:00,Compra,Sucursal
358,4183.085266536376,2023-01-15 21:00:00,Compra,Sucursal
359,5714.614818333548,2023-01-15 22:00:00,Compra,Cajero
360,9942.796360421087,2023-01-15 23:00:00,Compra,Cajero
361,97.1300010097974,2023-01-16 00:00:00,Compra,Sucursal
362,3543.978098265981,2023-01-16 01:00:00,Compra,Banca en Línea
363,7794.300712781649,2023-01-16 02:00:00,Compra,Cajero
364,9665.440291323453,2023-01-16 03:00:00,Retiro,Cajero
365,792.7210741907223,2023-01-16 04:00:00,Retiro,Cajero
366,4518.09481826929,2023-01-16 05:00:00,Compra,Sucursal
367,9252.978398578152,2023-01-16 06:00:00,Retiro,Banca en Línea
368,7332.5631901565885,2023-01-16 07:00:00,Retiro,Banca en Línea
369,7877.064184238271,2023-01-16 08:00:00,Retiro,Cajero
370,5790.0183807065905,2023-01-16 09:00:00,Compra,Banca en Línea
371,3368.463276368185,2023-01-16 10:00:00,Retiro,Banca en Línea
372,7213.860134196962,2023-01-16 11:00:00,Compra,Banca en Línea
373,7882.60517176911,2023-01-16 12:00:00,Retiro,Cajero
374,1451.6696763808366,2023-01-16 13:00:00,Transferencia,Sucursal
375,7062.328139507229,2023-01-16 14:00:00,Retiro,Banca en Línea
376,8007.237201645781,2023-01-16 15:00:00,Transferencia,Banca en Línea
377,5708.039904876123,2023-01-16 16:00:00,Retiro,Banca en Línea
378,728.0630622532785,2023-01-16 17:00:00,Retiro,Banca en Línea
379,7731.248599224511,2023-01-16 18:00:00,Transferencia,Banca en Línea
380,6499.58462177211,2023-01-16 19:00:00,Transferencia,Cajero
381,1198.5077634749498,2023-01-16 20:00:00,Retiro,Sucursal
382,7593.842809565706,2023-01-16 21:00:00,Retiro,Banca en Línea
383,8873.348625473438,2023-01-16 22:00:00,Compra,Cajero
384,1055.92802650162,2023-01-16 23:00:00,Transferencia,Sucursal
385,6545.939236404483,2023-01-17 00:00:00,Compra,Sucursal
386,8712.113619289103,2023-01-17 01:00:00,Retiro,Cajero
387,366.3346604150671,2023-01-17 02:00:00,Compra,Cajero
388,2168.2590913542294,2023-01-17 03:00:00,Retiro,Banca en Línea
389,7116.798051987545,2023-01-17 04:00:00,Compra,Banca en Línea
390,5080.873327519171,2023-01-17 05:00:00,Transferencia,Banca en Línea
391,866.3558331426462,2023-01-17 06:00:00,Compra,Sucursal
392,7481.477730352493,2023-01-17 07:00:00,Retiro,Sucursal
393,9321.477738870819,2023-01-17 08:00:00,Transferencia,Sucursal
394,365.6050132406855,2023-01-17 09:00:00,Compra,Banca en Línea
395,8158.636808264217,2023-01-17 10:00:00,Compra,Sucursal
396,3255.469923885245,2023-01-17 11:00:00,Retiro,Sucursal
397,1023.0742250987026,2023-01-17 12:00:00,Transferencia,Cajero
398,9345.323232401697,2023-01-17 13:00:00,Retiro,Cajero
399,510.4681561250383,2023-01-17 14:00:00,Transferencia,Banca en Línea
400,1858.8020677596455,2023-01-17 15:00:00,Compra,Banca en Línea
401,5469.390570026155,2023-01-17 16:00:00,Transferencia,Sucursal
402,390.35488289640966,2023-01-17 17:00:00,Transferencia,Banca en Línea
