Cuenta_ID,Transaccion_ID,Hora,Medio_Pago,Canal
2417,4983,17:16:15,Efectivo,App
2635,4264,11:44:53,Tarjeta,Online
838,3183,3:48:29,Tarjeta,App
2192,3239,5:54:40,Efectivo,App
2965,2621,21:35:56,Tarjeta,Sucursal
2613,2056,13:39:6,Tarjeta,Sucursal
1512,201,16:36:7,Tarjeta,Sucursal
2407,1392,14:32:58,Efectivo,Online
345,1370,16:47:28,Transferencia,Online
1903,978,15:38:48,Tarjeta,App
816,1398,18:28:5,Tarjeta,Sucursal
2905,3234,20:32:48,Transferencia,Online
1153,1011,18:13:47,Transferencia,Online
1509,4533,1:35:31,Tarjeta,Online
1413,3384,21:58:43,Transferencia,Online
2830,3543,2:25:22,Tarjeta,Online
2638,2150,15:46:49,Efectivo,App
1494,1990,21:5:12,Transferencia,App
2473,2730,15:24:8,Transferencia,App
1665,1642,0:9:18,Efectivo,App
2615,3527,4:28:26,Tarjeta,App
1160,1659,15:7:28,Efectivo,Sucursal
354,4487,19:24:49,Efectivo,App
1496,3903,20:33:28,Tarjeta,App
1815,1457,16:36:45,Efectivo,Sucursal
726,2347,0:18:47,Efectivo,App
2368,561,17:54:20,Tarjeta,Sucursal
426,2325,5:31:45,Transferencia,Sucursal
2240,1126,14:15:58,Efectivo,Online
2416,4942,11:47:27,Efectivo,App
396,117,11:44:11,Tarjeta,Online
1903,3393,16:31:53,Transferencia,App
2752,208,8:32:4,Efectivo,Sucursal
934,4754,4:26:20,Efectivo,Sucursal
2578,637,10:52:5,Transferencia,App
60,1020,12:30:2,Tarjeta,Online
2660,4374,8:47:15,Efectivo,Sucursal
2465,1077,12:45:27,Efectivo,App
954,3692,16:5:47,Efectivo,Online
2910,4228,1:31:11,Efectivo,App
2511,3637,23:4:51,Transferencia,App
1278,3646,18:34:44,Efectivo,App
26,1289,20:11:14,Tarjeta,Sucursal
1065,3552,23:44:32,Transferencia,Online
1701,4831,2:44:59,Transferencia,App
874,1886,20:14:49,Transferencia,Online
1219,4912,2:52:17,Tarjeta,Sucursal
1159,3558,6:18:36,Tarjeta,Online
341,3421,9:14:18,Efectivo,App
2436,131,0:18:5,Efectivo,Sucursal
610,4024,12:17:58,Transferencia,Sucursal
2135,9,10:45:14,Transferencia,App
2201,3080,9:32:51,Transferencia,Sucursal
2488,1396,21:20:51,Transferencia,App
43,323,14:43:39,Transferencia,Online
2461,1490,4:43:19,Transferencia,Online
187,2674,14:0:24,Efectivo,App
2986,985,10:0:1,Efectivo,Online
634,3750,21:26:26,Tarjeta,App
505,1580,17:8:15,Tarjeta,Sucursal
246,4913,15:52:48,Tarjeta,App
2227,2717,9:48:42,Efectivo,Sucursal
1988,465,18:52:11,Efectivo,Online
2468,3026,3:59:5,Efectivo,Online
2934,4506,9:18:29,Tarjeta,App
1207,1434,15:34:56,Efectivo,App
29,2706,5:2:51,Transferencia,Sucursal
2412,593,15:16:0,Tarjeta,Sucursal
2366,1275,7:52:26,Efectivo,Online
1431,352,13:56:31,Transferencia,Sucursal
2021,3876,11:19:25,Transferencia,Online
206,893,13:52:39,Tarjeta,Online
247,4944,20:54:29,Tarjeta,Online
1186,2503,14:48:38,Tarjeta,Online
236,139,15:46:4,Tarjeta,Online
1568,426,1:27:29,Transferencia,Online
1698,3783,0:22:38,Efectivo,App
899,1506,7:41:7,Transferencia,Sucursal
327,415,6:56:34,Transferencia,Sucursal
1437,3840,2:26:12,Transferencia,Sucursal
1297,4822,17:6:59,Tarjeta,App
1033,574,1:11:11,Tarjeta,Sucursal
910,125,5:57:11,Tarjeta,Sucursal
266,2795,16:32:46,Tarjeta,Online
2402,2367,23:51:42,Tarjeta,Online
1617,1958,21:30:16,Efectivo,App
1951,514,2:2:5,Tarjeta,Sucursal
1496,3371,22:20:59,Tarjeta,App
2290,2896,8:20:0,Tarjeta,App
2369,374,3:18:54,Tarjeta,Sucursal
2521,4678,1:5:2,Transferencia,App
176,1287,5:43:15,Tarjeta,Online
2355,3547,20:34:3,Tarjeta,Online
1472,27,23:7:33,Transferencia,Online
2940,4936,18:47:26,Efectivo,App
1036,1227,3:12:3,Tarjeta,App
2756,1976,1:51:50,Efectivo,Online
2322,1242,5:6:35,Efectivo,Sucursal
114,4122,12:56:27,Efectivo,App
2585,1353,3:52:46,Efectivo,App
2920,3560,14:23:39,Tarjeta,Sucursal
113,638,11:2:55,Transferencia,Online
1606,1874,5:55:47,Transferencia,Sucursal
2718,4290,0:29:8,Efectivo,Online
48,3731,8:1:28,Transferencia,Sucursal
2708,458,6:20:57,Tarjeta,Online
2244,2982,5:21:40,Transferencia,Online
1103,88,7:30:9,Efectivo,App
2153,3046,1:24:53,Transferencia,App
1313,3933,13:47:4,Efectivo,Sucursal
520,1831,11:31:9,Tarjeta,App
87,558,19:8:38,Efectivo,App
1719,1051,1:18:58,Tarjeta,App
6,4488,13:24:17,Tarjeta,Online
1253,1901,6:39:40,Transferencia,Online
1690,2200,15:17:38,Tarjeta,App
1766,892,19:7:30,Efectivo,App
2754,1727,20:55:6,Tarjeta,Sucursal
1635,3568,23:19:9,Tarjeta,Online
1305,1896,6:15:9,Tarjeta,App
490,2630,4:42:42,Tarjeta,App
2667,1565,20:19:1,Tarjeta,Online
2516,2573,9:13:26,Transferencia,Sucursal
1959,2191,2:11:13,Transferencia,Sucursal
2827,452,4:44:12,Transferencia,Sucursal
1648,2305,22:21:53,Efectivo,App
2416,2906,21:19:18,Tarjeta,App
451,3002,2:36:35,Tarjeta,App
492,99,13:51:23,Transferencia,Online
1902,494,19:1:55,Tarjeta,Sucursal
2953,3039,13:16:30,Tarjeta,Online
1829,2046,14:40:17,Tarjeta,App
2064,2003,8:51:23,Tarjeta,Online
2998,4278,1:50:49,Tarjeta,Sucursal
792,3245,18:45:36,Efectivo,App
216,1623,13:37:59,Efectivo,App
1774,4568,0:12:4,Transferencia,App
2608,2334,18:0:3,Tarjeta,Sucursal
2822,3809,22:23:18,Transferencia,Online
1934,2951,9:57:16,Efectivo,App
315,223,16:14:31,Tarjeta,App
158,2459,18:6:57,Transferencia,Sucursal
440,4064,12:32:5,Transferencia,Online
805,4335,1:16:52,Tarjeta,Online
1865,668,15:27:2,Transferencia,App
1218,270,18:39:9,Transferencia,App
305,104,18:41:26,Tarjeta,App
863,4554,5:9:1,Tarjeta,App
559,2886,18:28:20,Transferencia,App
802,1314,6:51:2,Transferencia,Online
637,2054,4:14:48,Tarjeta,Sucursal
402,2881,7:38:55,Efectivo,Online
2037,3359,10:39:10,Tarjeta,App
955,2946,18:58:17,Tarjeta,Sucursal
33,121,8:8:41,Efectivo,Sucursal
868,2178,18:54:59,Efectivo,Sucursal
682,1737,9:15:57,Efectivo,App
1752,1244,7:34:35,Efectivo,App
163,2850,5:18:37,Efectivo,App
332,4056,14:34:49,Transferencia,Sucursal
2697,2447,6:51:4,Efectivo,Online
640,2503,23:1:46,Tarjeta,Online
40,2061,10:42:39,Tarjeta,App
2498,1784,19:25:30,Transferencia,Sucursal
2255,1206,5:26:36,Tarjeta,Sucursal
433,1042,12:29:34,Transferencia,App
1262,1334,7:59:12,Transferencia,Online
2700,2163,14:46:25,Efectivo,App
1936,664,19:7:58,Transferencia,App
182,654,5:29:20,Transferencia,App
377,3485,14:12:23,Tarjeta,App
1061,1315,7:5:16,Tarjeta,Online
224,1399,3:27:13,Transferencia,App
2286,1384,18:45:49,Tarjeta,App
2292,3604,5:46:23,Tarjeta,Online
2986,2330,8:0:29,Efectivo,Online
2634,4952,14:36:38,Transferencia,App
681,3752,21:51:19,Efectivo,App
1119,3971,0:53:1,Tarjeta,App
102,1392,20:37:12,Tarjeta,Online
2738,836,22:13:49,Tarjeta,Online
1255,1949,18:19:50,Transferencia,App
700,2060,20:0:37,Transferencia,Sucursal
180,4954,1:20:39,Efectivo,Online
1555,355,22:0:1,Transferencia,App
526,2322,20:32:39,Efectivo,App
813,476,15:7:47,Efectivo,Online
512,32,5:12:24,Tarjeta,App
1619,1281,0:21:22,Tarjeta,App
1965,3051,9:59:41,Transferencia,App
2615,2474,8:12:8,Transferencia,App
823,245,21:28:5,Efectivo,App
717,3044,19:34:38,Transferencia,App
2735,1684,1:37:56,Transferencia,Online
1643,3632,15:4:3,Tarjeta,App
2380,599,15:37:40,Tarjeta,Online
2346,656,0:31:10,Tarjeta,Online
710,118,10:39:56,Transferencia,Online
2636,2943,12:42:10,Efectivo,Sucursal
1157,2320,19:24:27,Tarjeta,Sucursal
100,723,16:50:24,Tarjeta,Sucursal
2663,1833,11:18:20,Transferencia,App
2016,3858,7:38:49,Efectivo,App
439,1511,18:9:31,Efectivo,App
2981,3456,16:43:24,Tarjeta,App
2640,193,21:42:3,Transferencia,Sucursal
1193,3221,0:41:54,Transferencia,Online
2845,4047,6:44:54,Transferencia,Online
2255,1128,14:56:18,Transferencia,App
2739,3747,23:39:28,Tarjeta,Sucursal
1846,1552,10:35:31,Tarjeta,Online
635,789,6:33:26,Transferencia,App
140,3104,10:23:47,Tarjeta,Online
2989,662,15:20:32,Tarjeta,Online
2709,1448,3:25:13,Transferencia,Online
2556,4550,7:35:44,Tarjeta,App
1316,3892,7:48:28,Efectivo,Sucursal
2754,4364,5:42:45,Efectivo,App
866,3772,13:54:58,Transferencia,App
980,1825,17:53:23,Tarjeta,Sucursal
407,2587,13:4:37,Tarjeta,App
712,3961,5:18:46,Tarjeta,Online
38,2715,10:20:27,Transferencia,App
85,276,1:17:19,Transferencia,Online
343,2419,18:10:34,Efectivo,Sucursal
1381,3084,22:29:41,Efectivo,Sucursal
920,3772,13:20:49,Tarjeta,App
1175,1845,3:1:53,Tarjeta,App
750,2664,7:2:45,Transferencia,App
1016,3714,20:23:5,Efectivo,App
2052,2079,9:49:49,Transferencia,Sucursal
2275,2695,6:56:7,Efectivo,Sucursal
2926,4349,9:54:23,Transferencia,Online
2481,2921,0:37:40,Transferencia,Sucursal
2302,4209,15:44:5,Efectivo,App
1158,2074,20:4:6,Efectivo,Online
2707,1336,2:49:34,Efectivo,Sucursal
645,1871,10:53:23,Tarjeta,Online
1946,796,21:2:26,Efectivo,App
2877,1319,10:14:29,Tarjeta,Sucursal
2131,2315,4:22:22,Transferencia,Sucursal
883,1708,6:6:47,Transferencia,Sucursal
771,2165,21:45:24,Efectivo,Sucursal
2633,4121,4:3:34,Transferencia,Sucursal
802,4385,11:45:39,Efectivo,App
2857,3691,15:11:6,Tarjeta,Sucursal
1646,97,22:13:34,Efectivo,Sucursal
659,1948,3:19:46,Tarjeta,Online
649,3553,19:45:51,Tarjeta,App
1059,1122,5:8:37,Transferencia,Online
738,2054,17:26:56,Efectivo,Online
1827,4810,4:2:22,Efectivo,Online
848,932,21:9:37,Tarjeta,Online
2369,4947,11:5:36,Efectivo,Online
1824,4232,19:50:59,Efectivo,Sucursal
1217,1939,11:57:12,Transferencia,Online
1942,56,2:45:0,Efectivo,Online
1356,4916,8:29:9,Tarjeta,Sucursal
14,3311,2:25:3,Transferencia,App
644,4221,5:31:34,Tarjeta,Sucursal
615,194,23:17:25,Efectivo,Sucursal
2483,2923,10:18:27,Efectivo,App
929,4783,0:58:53,Tarjeta,Sucursal
863,2469,22:33:27,Transferencia,Sucursal
1646,1737,12:44:29,Efectivo,App
2433,2828,14:32:40,Efectivo,Online
239,3414,17:5:51,Transferencia,App
2779,2185,16:55:2,Transferencia,App
1646,2763,8:15:29,Efectivo,Online
2598,2189,4:12:22,Transferencia,Online
220,3532,22:36:56,Tarjeta,App
866,492,8:1:0,Tarjeta,Sucursal
989,2607,5:46:58,Transferencia,App
468,809,6:9:30,Tarjeta,App
2628,3575,18:13:33,Transferencia,Sucursal
51,4205,15:54:43,Transferencia,Online
704,4665,12:36:6,Efectivo,Online
471,2823,23:17:27,Tarjeta,Online
1689,802,20:45:50,Tarjeta,App
2051,1175,1:13:14,Efectivo,App
1933,4796,9:6:3,Transferencia,Online
1143,2197,4:25:0,Efectivo,App
2305,803,12:5:56,Tarjeta,Sucursal
1002,3104,9:33:20,Transferencia,Online
1683,2995,16:45:54,Tarjeta,Sucursal
1124,2816,19:29:12,Transferencia,Online
2294,4079,16:40:35,Efectivo,Online
1221,774,14:18:52,Efectivo,Online
2294,136,16:11:7,Transferencia,Sucursal
1232,2483,16:6:16,Transferencia,App
446,43,0:6:36,Transferencia,App
1341,4057,19:55:53,Tarjeta,App
2221,3048,2:41:18,Transferencia,Online
2003,2262,18:14:23,Tarjeta,Online
1458,1447,23:32:27,Tarjeta,Online
1130,4762,0:52:21,Efectivo,Online
1888,2045,1:37:27,Transferencia,App
1575,4388,0:35:2,Tarjeta,Sucursal
109,4881,17:44:5,Tarjeta,Sucursal
2527,2172,16:2:38,Transferencia,Online
2976,1932,10:26:3,Efectivo,App
372,3469,1:21:31,Efectivo,Sucursal
1460,4870,12:58:41,Transferencia,App
2739,909,10:27:43,Tarjeta,Online
333,4148,8:14:39,Efectivo,Online
2899,242,20:30:9,Efectivo,App
2491,2015,20:11:34,Efectivo,Online
2591,1633,18:10:9,Tarjeta,Online
1068,1389,5:45:35,Efectivo,App
520,4369,5:25:59,Tarjeta,App
2082,1326,0:38:19,Tarjeta,Online
1629,3015,18:6:12,Tarjeta,Online
2670,2765,23:37:44,Transferencia,Online
353,2585,3:41:1,Efectivo,Sucursal
951,233,12:59:18,Tarjeta,App
2957,571,16:13:11,Transferencia,Online
286,927,20:48:41,Efectivo,App
1658,294,11:30:21,Efectivo,Sucursal
212,2483,6:27:2,Tarjeta,Sucursal
1274,4876,5:29:1,Transferencia,Sucursal
1196,3970,1:58:8,Efectivo,Sucursal
2705,1293,2:9:52,Transferencia,Online
2499,3856,18:11:15,Efectivo,App
189,3695,23:30:42,Transferencia,App
927,3547,16:19:40,Transferencia,App
2175,3938,15:57:5,Transferencia,Online
293,2337,0:41:4,Efectivo,Online
1740,2381,23:35:40,Transferencia,Sucursal
1594,1858,14:42:1,Transferencia,App
1102,3852,4:11:54,Transferencia,App
1025,830,0:27:42,Tarjeta,App
1143,33,18:6:9,Efectivo,Sucursal
1432,2254,22:27:58,Tarjeta,Online
1433,4005,1:49:26,Tarjeta,App
2154,1350,23:41:58,Tarjeta,Sucursal
1586,1699,23:51:6,Transferencia,Sucursal
1065,2017,17:42:4,Tarjeta,App
2810,1482,15:26:35,Efectivo,Sucursal
2413,3159,20:14:36,Efectivo,App
520,1214,5:20:12,Tarjeta,Online
538,631,23:57:53,Tarjeta,App
328,4505,6:55:44,Transferencia,App
2294,2802,1:9:31,Tarjeta,Sucursal
618,3324,1:4:11,Efectivo,App
1624,4090,3:33:30,Transferencia,Sucursal
791,960,23:25:59,Tarjeta,Sucursal
2095,3238,4:41:47,Tarjeta,Sucursal
1749,1872,1:27:38,Efectivo,App
1510,3825,1:11:14,Transferencia,App
1151,1637,12:48:5,Tarjeta,App
219,2160,8:25:55,Efectivo,Online
2470,896,3:58:19,Transferencia,Online
1486,3317,17:25:7,Efectivo,App
2447,397,0:3:48,Transferencia,Sucursal
1597,4513,20:12:44,Efectivo,Sucursal
750,3421,15:23:34,Efectivo,App
1767,1859,19:12:35,Tarjeta,Sucursal
2022,40,17:2:51,Efectivo,App
1301,3726,4:52:49,Tarjeta,Online
1911,862,0:46:27,Efectivo,Sucursal
466,2021,1:36:22,Transferencia,Sucursal
2510,2870,23:28:26,Efectivo,Sucursal
1530,2858,12:14:17,Transferencia,App
2071,642,8:6:0,Efectivo,Sucursal
1162,3932,5:14:31,Transferencia,App
1926,2675,12:33:42,Efectivo,Online
122,1967,4:28:22,Tarjeta,Online
764,4865,11:25:52,Tarjeta,App
528,4995,14:40:19,Transferencia,Online
1688,1457,22:36:25,Tarjeta,Online
61,3222,21:59:7,Transferencia,App
1292,3037,6:36:45,Efectivo,Sucursal
1935,3738,4:33:8,Tarjeta,Sucursal
1353,961,1:51:27,Transferencia,App
922,3842,16:30:13,Tarjeta,Online
2869,3627,20:22:22,Transferencia,Sucursal
461,1049,17:12:14,Efectivo,Sucursal
150,243,9:59:10,Tarjeta,Sucursal
2597,709,11:40:36,Transferencia,Online
725,2468,3:33:29,Efectivo,App
2410,4219,9:35:51,Efectivo,Sucursal
2851,710,22:31:59,Transferencia,Online
733,2652,5:32:30,Efectivo,App
1371,173,0:49:26,Tarjeta,Online
329,284,16:59:15,Transferencia,App
2328,331,9:36:39,Efectivo,Sucursal
194,3981,15:39:4,Tarjeta,Online
268,2654,18:37:15,Transferencia,App
1988,2727,2:45:21,Transferencia,Online
1239,2840,8:13:16,Efectivo,Sucursal
152,2739,17:47:44,Tarjeta,Sucursal
1087,1265,22:23:35,Efectivo,App
2498,2893,21:56:3,Transferencia,Sucursal
1055,2151,20:1:53,Transferencia,App
1817,34,9:31:49,Efectivo,App
2635,1022,19:8:16,Efectivo,App
1952,2024,21:9:42,Transferencia,Sucursal
1433,3210,8:27:10,Efectivo,App
454,3359,5:10:20,Transferencia,Online
1163,961,23:58:2,Efectivo,App
1339,4913,8:3:53,Transferencia,Online
2305,4878,21:32:0,Tarjeta,App
420,931,1:43:29,Tarjeta,App
2911,4897,11:46:53,Efectivo,App
2527,826,18:40:15,Transferencia,Online
421,4027,23:21:31,Transferencia,App
443,2746,21:20:5,Tarjeta,Online
2079,2181,10:22:18,Efectivo,Sucursal
2626,2892,21:38:1,Transferencia,App
2266,4070,18:27:27,Transferencia,Online
2221,3949,11:37:5,Transferencia,Online
43,3018,20:0:35,Transferencia,Sucursal
1530,1908,10:38:18,Efectivo,Online
126,4341,23:35:5,Tarjeta,Sucursal
719,4900,6:51:58,Efectivo,Sucursal
112,779,11:5:56,Transferencia,Sucursal
1003,3699,14:20:11,Efectivo,App
1997,4625,23:45:36,Tarjeta,Sucursal
2853,460,19:10:8,Tarjeta,App
2066,2494,18:34:54,Efectivo,Sucursal
2061,1214,6:16:31,Tarjeta,App
778,2521,19:26:2,Transferencia,App
2770,509,17:17:10,Efectivo,Sucursal
595,3320,8:25:29,Efectivo,Sucursal
1601,252,3:41:1,Transferencia,Online
203,3247,17:30:8,Efectivo,Sucursal
1190,3460,7:43:20,Efectivo,Online
576,1066,22:58:12,Transferencia,App
2426,4548,7:4:54,Efectivo,Online
2135,4094,0:12:0,Transferencia,Online
2091,326,10:22:23,Transferencia,App
449,4609,9:9:57,Transferencia,App
638,1548,5:52:59,Transferencia,Online
1770,3974,0:28:32,Efectivo,App
1054,3962,11:53:54,Tarjeta,App
2212,3538,9:1:8,Transferencia,App
949,4792,13:56:5,Transferencia,App
1276,4029,4:48:53,Transferencia,Sucursal
2353,2633,14:16:28,Tarjeta,App
971,1613,11:58:9,Tarjeta,App
2390,1638,6:40:7,Tarjeta,Sucursal
1175,2876,17:42:34,Efectivo,Sucursal
1668,1098,10:7:59,Transferencia,App
108,272,17:28:8,Tarjeta,Online
2389,2458,10:29:42,Efectivo,App
491,66,15:12:3,Tarjeta,Sucursal
2496,2544,21:17:18,Efectivo,App
907,2703,8:25:49,Transferencia,App
1617,4864,21:1:32,Efectivo,Sucursal
1809,1081,4:34:19,Transferencia,App
2093,2539,3:34:23,Efectivo,Sucursal
2226,211,2:24:41,Tarjeta,Sucursal
2880,1580,16:31:7,Transferencia,App
862,3137,5:22:10,Efectivo,Sucursal
2780,468,3:47:32,Transferencia,Online
2349,4443,0:31:28,Efectivo,App
1350,4615,8:39:18,Tarjeta,App
975,2329,19:56:39,Transferencia,Sucursal
2482,4863,23:40:26,Tarjeta,Sucursal
2673,114,21:30:55,Efectivo,App
1768,784,4:16:17,Efectivo,App
2094,530,17:40:0,Tarjeta,App
1397,4611,3:6:5,Transferencia,Online
2098,4487,8:28:39,Tarjeta,Online
559,1145,11:53:8,Efectivo,Online
699,2555,22:19:10,Transferencia,Sucursal
437,2789,23:39:9,Efectivo,Online
2562,1232,19:37:40,Efectivo,Sucursal
2256,2190,15:47:53,Efectivo,App
2238,368,10:59:16,Efectivo,Online
2001,1507,7:14:10,Efectivo,App
1870,677,12:0:52,Tarjeta,Online
1281,2501,19:56:23,Tarjeta,App
845,1946,8:55:53,Transferencia,Sucursal
1909,3898,4:51:55,Transferencia,Sucursal
1021,2595,18:35:48,Transferencia,Online
915,2274,12:52:5,Efectivo,Online
640,100,22:27:3,Transferencia,Online
1045,4730,21:6:8,Tarjeta,App
1093,1067,6:1:8,Transferencia,Online
2047,2860,7:37:38,Efectivo,App
2066,4601,7:37:35,Tarjeta,Online
2220,4168,6:30:3,Efectivo,Online
788,1011,2:44:43,Efectivo,Online
270,3617,0:0:46,Efectivo,Sucursal
1681,509,9:49:23,Tarjeta,Online
526,269,17:58:15,Efectivo,Online
1311,3609,4:29:12,Transferencia,Online
444,50,11:11:9,Tarjeta,Sucursal
2140,1023,12:7:24,Transferencia,Sucursal
2232,1821,14:25:25,Efectivo,App
824,4658,21:1:26,Transferencia,App
1668,1965,2:31:48,Transferencia,Online
1913,2265,2:43:39,Transferencia,Online
1511,2985,9:39:27,Efectivo,Online
1073,624,14:1:14,Efectivo,App
2996,2286,20:58:21,Efectivo,App
1142,2722,13:12:31,Transferencia,Online
2387,3563,8:59:17,Transferencia,App
2526,849,21:43:40,Efectivo,App
349,2781,0:50:17,Efectivo,App
1920,1981,13:21:18,Efectivo,Online
2136,3663,17:44:42,Transferencia,Sucursal
834,4095,11:49:50,Efectivo,App
2430,983,22:0:51,Tarjeta,Sucursal
1494,1240,3:47:23,Tarjeta,Sucursal
903,4781,20:18:15,Tarjeta,Sucursal
2805,4276,13:58:7,Efectivo,App
1323,250,7:46:35,Transferencia,Online
284,2548,9:56:23,Transferencia,Sucursal
2257,1715,8:42:19,Transferencia,Sucursal
872,4550,9:27:17,Efectivo,Sucursal
779,329,18:25:38,Tarjeta,App
2923,3820,21:56:51,Transferencia,Sucursal
1950,3776,5:29:1,Tarjeta,Sucursal
655,3348,7:44:6,Tarjeta,App
2028,1867,9:19:22,Tarjeta,Sucursal
